직무ID,직무,회사,주요업무,자격요건,우대사항,혜택 및 복지,채용보상금
256904,반도체 QA/PE/Test리더,보스반도체,"['자동차 반도체 품질 관리', 'ㆍ품질 관련 이슈 고객 대응', '개발/양산 단계 품질 Risk 사전 검증 및 품질 Risk평가/분석', '품질관련 규정 및 Audit 대응', 'ㆍTest Infrastructure 구축 및 시스템 개선', '반도체 제품의 동작 및 전기적 특성 검증 (Process/Voltage/Temperature)', '반도체 제품의 다양한 수율 향상 활동 진행']","['반도체 회사 품질/PE/QA 관련 업무 15년 이상', '반도체 제품의 전문적인 지식 보유자', '데이터 분석, 통계 응용 관련 역량 보유자', '원활한 커뮤니케이션 능력 보유자']","['반도체 회사에서 다양한 품질분야 관련 경험을 보유하신 분', '관련 조직의 리더 역할을 수행해 보신 분']","['세계최고 SOC 설계 / 검증 및 S/W 전문가와 함께 일하며 본인의 기술 역량을 높일 수 있는 기회', '', '유연한 출퇴근 시간', '능력별 Stock Option 부여', '조식, 중식, 석식 제공', '간식 / 커피 무제한 제공', '최적의개발환경제공(듀얼 모니터/HPC서버)', '허리건강을위한모션데스크지원', 'On-site 외국어 학습지원', '기술도서 구매지원']",100만원
242835,QA 담당자,와디즈,"['[QA담당자는 이런 일을 해요]', '서비스 개발 과제의 QA 계획을 가지고 유관부서와 적극적인 소통과 협의를 진행해요.', '서비스 기획을 충분히 이해하고 사용자가 경험할 요소들을 Test case로 작성해요.', '다양한 환경에서 발생할 수 있는 오류 및 불편사항을 발견하고 재현 방법을 설명해요.', '경험을 바탕으로 발생할 수 있는 잠재적 기능 오류들을 찾아내고 개선 방안을 마련해요.', '주기적인 QA 회고를 통해 개선 사항을 도출하고 제안해요.']","['[우리는 이런 분들을 찾고 있어요.', 'QA경력 3년 이상 보유하신 분', 'QA 및 Test Plan 작성 및 관리와 종료 후 결과를 작성해보신 분', '사용자, 이해관계자 관점의 다양한 테스트 케이스 도출 능력을 보유하신 분', '사용자, 이해관계자 관점의 테스트 접근 및 수행 능력을 보유하신 분', '디바이스 특성(브라우저, 디바이스, OS환경 등)에 대한 경험적 이해도가 있으신 분', '새로운 사업/기술에 대해 빠르고 정확하게 이해하려는 적극적인 태도를 가지신 분', '우선순위를 가지고 계획성 있는 업무 수행하시는 분', '', '[아래 문항에 대한 답변을 이력서에 작성하여 제출해주세요.]', '지원자님이 생각하시는 와디즈는 어떤 회사인가요? 왜 와디즈에서 함께 하고 싶은 마음이 드셨나요?', '와디즈가 하고 있는 일을 살펴보셨나요? 내가 합류해서 꼭 해보고 싶은 일이 있다면 기록해주세요.']","['[이러한 분이시라면 더욱 좋아요.]', '기초적인 자동화 테스트 도구 또는 스크립트 업무 수행해 본 경험이 있으신 분', '소프트웨어 테스팅 ISTQB, CSTS 등 자격증을 보유하신 분', '', '[채용절차]', '서류전형 - 과제전형 - 1차면접 - 온라인 인성검사 - 2차 면접 - 평판조회/처우협의']","['1. 나와 가족들의 안전과 건강을 지켜요.', '단체상해보험 가입 지원 (본인, 배우자, 자녀, 부모)', '피트니스센터 지원', '경조사 지원', '건강검진', '', '2. 출퇴근을 자유롭게 해요.', '유연근무제', '출퇴근셔틀버스', '', '3. 잘 쉬어야 더 잘 일할 수 있어요.', '사내 카페', '수면실', '', '※ 기타 사항', '이력서 작성 시 연봉정보를 제외하여 주시기 바랍니다.', '경력직은 3개월간 Probation을 거칩니다.', '서류 및 면접 결과는 3주 내외로 안내해 드리고 있습니다.', '보훈대상자 및 장애인은 관련 법규에 의거하여 우대합니다.', '본 공고는 채용 시 조기마감 될 수 있습니다.']",100만원
141515,Product Operation Manager,라이너(Liner),"['1. 사용자가 이용할 제품의 완성도를 높입니다', '앱 및 웹 서비스의 품질 향상을 위해 주도적으로 개선 활동을 수행합니다.', '사용자 경험이 저해되거나 프로젝트 간 충돌이 발생하지 않도록 꼼꼼한 통합 테스트를 진행합니다.', 'AI 답변에 대한 정성적/정량적 평가를 수행하며, 지속적인 점검을 통해 관련 부서와 긴밀하게 협업합니다.', '제품 내 문구를 다양한 언어로 현지화(로컬라이제이션) 합니다.', '', '', '2. 사용자가 겪는 문제 현황을 라이너팀과 싱크하고 중요한 문제부터 해결합니다.', '사용자의 문의사항에 빠르고 명확하게 답변합니다. 주로 영문입니다.', '사용자가 겪는 문제를 파악하고 정성적, 정량적 근거자료를 정리해 팀과 소통합니다.', '제품의 변경사항을 작성해 사용자에게 안내하며, 사용자와 제품 간 소통 과정을 고도화합니다.']","['자사 서비스 QA 업무를 최소 3년 이상 경험하신 분', '제품 전반에 대한 높은 이해도를 바탕으로 QA 프로세스를 밀도있게 계획하고 실행한 경험이 있는 분', '서비스 및 제품에 대한 CS 이관 비율을 혁신적으로 감소시켜 본 경험이 있으신 분', '1년 이상 UXW, Copy Writing 업무 경험을 가지고 가이드 라인 제안 및 관리해본 경험이 있으신 분', '자연스러운 영어 문서 작성 및 영어 커뮤니케이션 능력이 있으신 분', '문제 해결에 대한 집요함과 디테일한 부분을 놓치지 않는 꼼꼼함이 있으신 분']","['다음 영역 중 하나 이상에서 2년 이상의 경험이 있으신 분이면 더 좋습니다.', '- 모바일 앱(iOS, Android) 혹은 웹 서비스의 QA', '- UX Writing', '- 로컬라이제이션', '- 서비스 운영', '- 데이터 분석', '', '중국어 또는 일본어를 하실 수 있는 분이면 더 좋습니다.', '고객 피드백을 바탕으로 기획, 실행해본 경험이 있는 분이면 더 좋습니다.', '업무 프로세스 구축, 개선 경험이 있으신 분이면 더 좋습니다.']","['- 자율 출근 시간, 주 40시간 근무', '- 야간 및 연장 수당 지급 (비포괄 임금 제도)', '- 업계 최고 업무 장비 지원 (인당 500만원)', '- 점심 식대 무제한 지원', '- 간식 맞춤 제공(스낵24)', '- 도서, 스터디, 세미나등 비용 100% 지원', '- 영어 교육비 무제한 지원', '- 매월 체력, 마음 단련비 20만원 지원', '- 2개월에 한번, 팀원 모두가 함께 정신없이 노는 라이너데이', '- 3년 근속 리프레시 휴가 지급']",100만원
239120,Hardware QA Manager,토스플레이스,"['[합류하면 함께할 업무예요]', '', '외주개발사, 서비스 센터와의 긴밀한 협업 속에 집계된 필드 데이터를 관리하고 고장율(FFR)에 대한 예측/분석 업무부터 담당하게 됩니다.', '고객(가맹점/대리점)으로부터 반품된 디바이스 및 액세서리의 하드웨어 고장분석과 재현검증을 직접 수행하거나 제조사에서의 진척도를 관리합니다.', '필드 주요이슈(Worst failure)가 조기 개선될 수 있도록 고장모드/유형 분류, 원인분석 및 개선대책 방안을 개발사와 함께 수립, 운영합니다.', '(필드품질관리에 대한 온보딩 이후) 양산단계에서 발생하는 제조공정품질 문제점 또는 입고검사에서 검출된 부적합 이슈에 대한 발생 원인을 신속, 정확하게 파악하여 개선점을 도출하고, 재발 방지하기 위한 품질활동에도 점진적으로 참여합니다.', '사업영역/개발조직의 확장 또는 외주개발사가 다원화되면 개발품질 기획 및 평가를 비롯해 양산품질 관리 체계를 해외 협력사와 같이 구축하고 완제품 개발/제조 품질 관리 업무를 수행합니다.', '또한 제품기획 및 설계 단계에서 수립된 부품/제품 품질평가 기준에 따라 하드웨어 목표성능 달성도를 측정/평가하고, 수명 예측을 위한 신뢰성 시험에 참여 합니다.']","['[이런 분과 함께하고 싶어요]', '', '하드웨어 개발품질 평가, 회로부문 고장분석 또는 제조/출하품질 관리에 대한 실무 경험이 5년 이상 필요합니다. 단, 제조기업에서의 검사, 시험 업무 수행 경험 보다는 엔지니어링(QE) 또는 품질관리(QC) 경력을 선호합니다.', '전기적 설계결함 또는 사용환경적 요인에 의한 고장분석과 재현검증을 위한 실험계획을 수립할 수 있다면 더욱 좋습니다.', '외주사에서 대량 생산되는 전기전자 제품에 대한 품질평가 및 관리 등 실무적인 운영을 해 보신 경험 또는 실무를 지속적으로 수행하실 의지가 필요합니다.', '하드웨어 품질 이슈에 대해 신속 정확하게 원인을 분석, 파악하고 경험 기반이 아닌 기술/현장 중심의 해결 방안을 도출하여 성공을 만들어낸 경험이 필요합니다.', '과거 실패사례들이 재발, 답습하지 않도록 업무 절차와 기준 등을 지속적으로 보완, 검토한 경험이 필요합니다.', '고정관념에서 벗어난 Out of Box Thinking을 통해 팀이 품질을 향상 시킬 수 있는 다양한 솔루션을 제안할 수 있어야 합니다.', '제품기획, 디자인, 설계, 제조기술, 마케팅, 영업 등과 같이 제품개발, 제조, 유통에 관련한 조직 및 담당자들과 원활한 소통, 능동적인 협업이 이루어져야 합니다.']","['[이런 경험이 있다면 더 좋습니다]', '', '전기/전자부문에 대한 기본 엔지니어링 지식을 보유하고 있으며, 회로설계 평가(Design Review) 또는 전기적 신뢰성시험을 주도할 수 있는 기술적 역량을 소유하셨으면 좋습니다.', '전자제품과 주요구성부품에 대한 제조공정/공법을 이해하고, 공정산포 개선 또는 공정설계/운영 취약점에 대한 검증방안을 도출해보신 분이면 더 좋습니다.', '안드로이드 디바이스 동작원리 및 구조에 대한 이해도가 있고, 평가 경험이 있으시면 더 좋습니다.', '단말기 액세서리 및 기기간의 호환성 평가를 주도적으로 계획 수립, 진행할 수 있는 분이면 더욱 좋습니다.', '해외 협력사(ODM, EMS)의 품질 시스템을 평가하거나 제조공정 Audit를 하고, 거래 시작 이후 AVL 품질관리한 경험이 있으신 분이면 좋습니다.', '중국, 베트남 등 해외 개발사 또는 제조공장 현지 출장 업무에 대해 거부감이 없으신 분이면 더욱 좋습니다.', '사후 서비스(A/S) 센터에 대한 직간접적인 협업 경험이 있으시다면 더욱 좋습니다.', '새로운 컨셉의 하드웨어 제품에 대한 기획단계부터 개발, 양산에 이르기까지 전 단계를 직접 참여하셨거나 각 단계별 업무절차에 대한 이해도가 높으신 분이면 더 좋습니다.', '품질관리 체계를 수립하고 품질평가 프레임 워크를 만들어본 경험이 있으신 분이면 더 좋습니다.', '안드로이드 단말기 또는 오프라인 결제단말기에 대한 개발 검증을 수행하고, 양산품질관리 정책을 운영해보신 분이면 더 좋습니다.']","['[이렇게 일해요]', '', '자율과 책임의 문화: 토스는 Manager가 아닌 Maker들로 구성된 조직으로, 투명한 정보 공유와 수평적인 문화 속에서 구성원 업무에 대한 위임과 신뢰를 바탕으로 세상을 변화 시켜 나가고자 합니다.', '효율적인 업무방식: 가장 중요하고, 큰 영향을 미칠 수 있는 일에 집중합니다. 획일적인 업무 프로세스보다는 데이터 기반의 사고로 적극적으로 토론하며, 가장 효율적인 문제 해결을 위해 협업하고 실행합니다.', '훌륭한 팀과 동료: 각 분야 최고 수준의 역량을 갖춘 인재들이 자율과 책임의 원칙 아래 뛰어난 역량을 발휘하고 있습니다.', '', '[이런 지원을 받아요]', '', '1. 자율과 효율의 근무 환경을 제공합니다.', '자율 출퇴근 제도', '자율 휴가 / 재택근무', 'Early Friday & OFF Week', '', '2. 업무와 성장에 몰두할 수 있게끔 지원합니다.', '비포괄임금제 운영', '업무 관련 비용 100% 지원', '최고급 장비 및 소프트웨어 제공', '반기별 성과급 지급', '매월 통신비 및 체력단련비 지원', '명절 상여금 및 생일축하비', '직장단체보험비(가족 포함) 및 경조사비', '인재추천비 500만원', '', '3. 먹고 마시는 것까지 회사가 책임집니다.', '법인카드 전원 지급 (점심/저녁 식사비용, 야간교통비 등 100% 지원)', '사내카페 커피 Silo 무료 이용', '사내 편의점, 헤어살롱 등 복지시설 무료 이용']",100만원
220244,[인턴] B2B 탄소회계 SaaS UI/UX 기획자,엔츠,"['이미 제품을 사용하고 있는 고객과 잠재고객의 VoC 를 취합하고 적시에 개발될 수 있도록 니즈와 상황에 따라 분류하고 티켓으로 적재합니다.', 'QA 시스템을 구축하고 유기적으로 연결되어 있는 다양한 기능이 업데이트 되면서 정합성을 유지할 수 있도록 기여합니다.', '엔스코프 제품 개발, UX, 디자인 등 전반적인 오너십을 가지고 개발자 및 탄소 전문가들과 함께 제품 개발을 주도합니다.', '""기업이 탄소를 측정하고 감소시킬 수 있도록 하자"" 라는 가치를 제공하기 위해, 이를 달성하기 위한 방안을 끊임없이 고민하고 새로운 시도와 피드백 수렴 및 개선을 빠르게 반복합니다.', '제품 개발 및 팀 프로젝트의 핵심 지표 정의부터, 액션 아이템 추진 및 결과 도출 까지의 전체 로드맵을 구성하고 이를 실행합니다.', '탄소중립에 대응하고자 하는 기업 고객의 페르소나를 이해하고 그들에게 필요한 제품을 만들기 위해 끊임없이 고객에 대해 공부하고 대화합니다.']","['스타트업에서 빠른 성장을 경험해보고 싶은 분', '제품 개발과 관련한 다양한 이해관계자들(개발/디자인/마케팅/영업/고객)과 충분한 커뮤니케이션을 통해 안정적으로 프로젝트를 이끌어보고자 하는 분', '스스로 목표와 전략을 설정하고, 주도적으로 업무를 진행하여 문제의 핵심을 빠르게 찾고 해결해본 경험이 있는 분', '소프트웨어 개발 및 데이터에 대한 이해도가 있는 분']","['고객의 VoC에 공감하고 집중해 문제를 해결할 의지가 있으신 분', '팀원들과 제품에 대해서 끊임없이 같이 고민하고 토론하는 것을 즐기는 분', 'B2B SaaS 제품에 대한 경험과 지식이 있는 분']","['＜업무에 집중할 수 있는 최적의 근무환경을 제공합니다＞', '', '- 정규직 입사 시 예산 내에서 원하는 사양의 맥북 또는 Windows 노트북과 업무용 장비 제공', '- 자유로운 출퇴근 시간 (11시~4시 코어타임 근무)', '- 업무와 관련된 도서 구매 지원', '', '＜엔츠인들의 건강하고 즐거운 직장생활을 지원합니다＞', '', '- 휴식도 중요하니까, 매월 마지막 주 금요일은 조기 퇴근 (오후 3시 퇴근)', '- 점심, 저녁 식대 전액 지원', '- 간식과 고급 원두커피 제공(그라인더도 있어요!)', '- 20만 원 상당의 건강검진 지원']",
255263,글로벌 웹사이트 운영 및 기획 AE,펑타이그레이터차이나(피티코리아),"['웹사이트 운영 및 디지털 콘텐츠 제작', '웹사이트 현황 분석 및 온/오프라인 연계 신규 캠페인 제안', '콘텐츠 검수, 에디팅, 번역 관리']","['학사 이상이신 분', 'MS 오피스 활용, 업무관리 툴 활용 가능하신 분 (JIRA, Confluence, Figma)', '제안서 및 기획 문서 작성, 영어 커뮤니케이션이 가능하신 분 (해외 협력사, 고객사 해외 법인 협업)', '경력이 3년 이상 7년 이하이신 분']","['글로벌 협업 및 커뮤니케이션 진행 경험이 있으신 분', 'ESG 유관 컨텐츠 제작 및 캠페인 진행 경험이 있으신 분', '웹사이트 운영 경험 및 IT 개발 환경 이해도를 보유하신 분']","['혜택 및 복지', '복지 포인트 연간 기준 70만원 지급', '통신비, 체력단련비 매월 일정액 지원', '유동적 변동 성과급 지급', '임직원 전용 식당 운영 (식대 보조)', '임직원 전용 진료실 지원', '임직원 건강검진 지원, 단체상해보험 가입', '각종 경조사 지원', '어학, 직무관련 교육비&시험비 실비 지원', '유연근로시간제 운영', '자율적 업무환경 및 복장', '', '근무조건', '근무위치 : 서울시 강남구 강남대로 372 FINE TOWER - 신분당선 강남역에서 200m 이내', '근무시간 : 선택적근로시간제(코어타임)', '근무형태 : 정규직 (수습기간 3개월)', '', '접수방법 및 기간', '접수기간 : 상시', '서류 합격 여부 통보 : 지원서 순차적 확인 후 개별 통보', '', '국가보훈대상자 및 장애인은 관련 법규에 의거 우대함.']",100만원
242806,의료기기 QMR[QA/QC] 팀장 (용인),엘앤케이바이오메드,"['[저희 팀을 소개합니다.]', '품질보증팀은 총 8명으로 구성되어 있으며 QA와 QC 업무를 수행하고 있습니다.', '팀장급의 인원을 채용중에 있으며 용인 플랜트에서 근무합니다.', '깨끗한 사무실 환경에서 척추 의료기기 임플란트의 전반적인 제품들을 품질 관리 하고 있습니다.', '품질보증팀은 엘앤케이바이오메드를 대표하는 부서이며 핵심적인 역할을 수행하고 있습니다.', '', '저희는 이런 일을 하고 있습니다.', '[QMR]', '품질체계 총 관리 / 안정화 업무를 수행합니다.', '실사 사전준비 및 불량 감시 효과 업무를 수행합니다.', 'QA/QC 팀원들에게 전문적인 교육을 실시합니다.', 'QC 공정 관리 및 검사 업무를 수행합니다.']","['[저희는 이런 분을 찾고 있습니다.]', '경력 : 13년 이상이신 분', '영어 커뮤니케이션이 뛰어나신 분', '이공계 학과를 졸업하신 분']","['[이런 경험이 있다면 좋습니다.]', 'QA / QC 총괄 경험이 있으신 분', '현업 부서와 소통에 원활하신 분', '전반적인 품질 보증 관련 전략적이고 꼼꼼하신 성격을 가지신 분', '임플란트, 척추 제품 관련 품질 경영 업무를 수행하신 분']","['저희는 직원들의 복리후생을 지원합니다.', '', '면접비를 지원해요. (거리에 따라 상이)', '통신비를 지원해요. (연간 60만원)', '명절 및 여름휴가비를 지원해요. (연간 90만원)', '엘바롱[식비 및 교통비]을 지원해요. (연간 240만원)', '야근 시 식비 및 교통비 지원해요.', '생일 상품권 지급해요.', '임직원 건강검진 진행해요 (50만원 상당)', '경조휴가, 경조금 지원해요.', '장기근속 및 우수사원 포상해요.']",100만원
218752,QA Engineer,에스티씨랩(STCLab),"['품질 보증 프로세스 구축 및 실행: 자사 가상 대기실 서비스인 NetFUNNEL과 관련 제품의 On-premise, SaaS QA 프로세스와 환경을 구축해요. 여기에는 사용자 중심의 테스트 시나리오, 케이스 작성과 테스트 수행이 포함돼요.', '테스트 자동화: 일상적으로 수행해야 할 기능 테스트에 대해서는 자동화를 지향해요. 자동화를 위해 필요한 개발 본부의 리소스를 요청하고 제품 개발 본연의 업무와 상충되지 않도록 우선순위를 관리해요.', '', '', '[성장 가능성]', 'Agile, waterfall, lean 방법론 등 다양한 프로세스를 경험할 수 있어요.', '프로젝트 전반에 대한 프로세스 개선 및 UI/UX 개선에 대한 의견 제시 등 폭넓은 QA업무 범위를 경험할 수 있어요.', '다양한 자동화 검증 환경에 대한 구축, 실행, 결과 도출을 시도해 볼 수 있어요.', 'Onprem, Saas 환경의 검증 기술력을 높일 수 있으며 Web, Native app, Server 등 다양한 platform에 대한 경험을 할 수 있어요.']","['3년 ~ 7년의 웹/앱 QA 경력이 있으신 분', '의사표현에 적극적이며 이해관계자와의 대화를 주도적으로 하실 수 있는 분', '모바일 서비스 제품, 웹서비스 제품의 검수의 경험이 있으신 분', 'Web, Api, App 환경에 대한 구조를 이해하고 문제를 식별할 수 있는 분', 'QA 프로세스를 구축해본 경험이 있으신 분', '수시로 변경되는 제품 스펙에 대응 가능한 체계적인 테스트 케이스를 만들고 자산화한 경험이 있으신 분', 'Agile 기반의 개발/배포/검수 프로세스를 이해하고 수행할 수 있는 분', 'QA는 물론 개발, 기획 전반에 대하여 지식과 경험이 있고 관련 협업팀과 원활한 커뮤니케이션이 가능하신 분', '프로젝트 혹은 프로덕트 검증을 리딩하여 서비스의 품질 향상을 주도해본 경험이 있으신 분']","['QA 프로세스를 구축하거나 개선하여 좋은 성과를 만들어 보신 분', '자동화 테스트 환경 구축 및 수행을 주도하신 경험이 있으신 분', 'ISTQB, CSTS 등 소프트웨어 테스팅 관련 자격증을 보유하신 분', '프로그래밍 언어에 대한 기본 지식이 있으신 분 (Python, JavaScript, Java, SQL 등)', '', '', '[전형 절차]', '서류 전형 ＞ 실무진 인터뷰 ＞ 경영진 인터뷰 ＞ 처우 협의 ＞ 최종 합격', '(상기 전형 프로세스는 상황에 따라 일부 추가/생략될 수 있습니다.)', '', '[유의사항]', '정규직의 경우, 3개월의 수습기간이 적용됩니다.', '수습 기간 동안 급여는 100% 지급되며 평가에 따라 수습이 연장되거나 종료될 수 있습니다.', '채용 진행 과정에서 제출한 이력서·증빙자료 등에서 사실과 다른 정보 및 허위 기재 사항이 발견될 시 합격이 취소될 수 있습니다.']","['시차 출퇴근제 운영(08~10시)', '여유로운 90분 점심시간', '업무 관련 자기계발 지원', '3년 단위 리프레시 휴가', '생일자 선물 및 조기 퇴근', '15분 단위 자유로운 연차 사용', '여름방학/겨울방학 운영', '간식 및 음료 무제한 제공 등']",100만원
203443,모바일게임 QA,에스지코드랩,"['소셜카지노 게임의 개발 및 라이브 QA', 'QA 일정 산출 및 테스트 수행, 결과 도출', '발생 가능한 문제상황의 탐색, 재연 및 적합한 솔루션 제안']","['2년 이상 경력 혹은 그에 준하는 경력을 가지신 분', 'TC 작성, 테스트 수행 및 QA 결과 도출이 가능하신 분', '담당 부서와의 원활한 커뮤니케이션이 가능하신 분', '최종 개발빌드 및 최신 라이브빌드의 안정성 확인 및 책임감이 있으신 분']","['게임 개발 파이프라인에 대한 이해도가 높으신 분', '소셜카지노 게임 QA 경험이 있으신 분', '모바일 게임 QA 경력이 있으신 분', '영어 Advanced 수준의 커뮤니케이션 능력이 있으신 분']","['게임비 지원', '도서비 지원', '야근 시 석식 제공', '음료 및 간식 제공', '헬스장 등록비 50% 지원']",100만원
248720,글로벌 웹사이트 운영 및 해외 법인 커뮤니케이션,펑타이그레이터차이나(피티코리아),"['삼성 닷컴 사이트 운영 및 해외 법인 (지역) 커뮤니케이션 담당 (페이지 QA, 콘텐츠 확산 현황 체크, 이슈 보고 등)', '해외 페이지 제작 센터들과와 일정 및 진행 상황 관련 커뮤니케이션 진행', '광고주 커뮤니케이션 및 진행 프로젝트 관리 (상세 요건 정리, 일정 조율 등)']","['학사 이상이신 분', 'Excel, PPT 사용이 가능하신 분', '영어 미팅 진행 및 문서 작성이 가능하신 분']",['웹사이트 또는 삼성닷컴에 대한 기본 지식이 있으신 분'],"['혜택 및 복지', '복지 포인트 연간 기준 70만원 지급', '통신비, 체력단련비 매월 일정액 지원', '유동적 변동 성과급 지급', '임직원 전용 식당 운영 (식대 보조)', '임직원 전용 진료실 지원', '임직원 건강검진 지원, 단체상해보험 가입', '각종 경조사 지원', '어학, 직무관련 교육비&시험비 실비 지원', '유연근로시간제 운영', '자율적 업무환경 및 복장', '', '근무조건', '근무위치 : 서울시 강남구 강남대로 372 FINE TOWER - 신분당선 강남역에서 200m 이내', '근무시간 : 선택적근로시간제(코어타임)', '근무형태 : 정규직 (수습기간 3개월)', '', '접수방법 및 기간', '접수기간 : 상시', '서류 합격 여부 통보 : 지원서 순차적 확인 후 개별 통보', '', '국가보훈대상자 및 장애인은 관련 법규에 의거 우대함.']",100만원
255558,QA 엔지니어,글로지(GloZ),"['자사 플랫폼 QA', '테스트 자동화 구축 및 운영, 테스트 케이스 관리', '효율적인 QA 업무를 위한 프로세스 개선', '시스템 / 플랫폼 운영, 유지보수, 모니터링, 장애 대응']","['웹기반 플랫폼의 QA 업무 경력이 3~5년 있으신 분', '(플랫폼 QA, 테스트 자동화 구축 및 운영, 테스트 케이스 설계/관리 등)', '웹페이지, API, 서버리스 환경의 테스트 경험이 있으신 분', '웹 / API 테스트 도구를 활용하시거나 개발해 본 경험이 있으신 분', '빌드 프로세스 내 테스트 Phase 구성 경험이 있으신 분']","['개발 경력이 있거나 개발업무 대응이 가능하신 분(Spring Boot, Nest.js, React, Python)', '테스트 자동화 이외에 자동화 구축 / 개발 경험이 있으신 분', '발생한 버그의 코드레벨 분석이 가능하신 분', 'DevOps 업무를 해보신 분']","['- 유연근무제 (8~10시 출근 / 5~7시 퇴근)', '- 영어 이름 소통과 자유로운 복장', '- 리모트 근무 & 자유로운 사무실 이용', '- 최고급 장비를 지급 : 맥과 윈도우 원하는 노트북', '- 웰컴 키트 제공', '- 근속 휴가 지급 (입사 6개월/이후 1년마다 쭉쭉!)', '- 사유를 묻지 않는 연차/반차/반반차', '- 명절 상여금 지급', '- 경조휴가 & 경조금 지급', '- 생일 당일 2시간 조기퇴근! + 10만원 상당의 상품권 지급', '- 입사 1주년 마다 10만원 상당의 상품권 지급', '- 연 50만원 자기 계발비 지원']",100만원
245125,[Casino Platform] QA,앤서스랩코리아,"['카지노 서비스에 대한 QA 업무', '라이브 환경 모니터링', '기획부터 개발까지 품질 개선 활동 참여', '테스트 계획부터 수행까지의 QA Process 참여', 'JIRA 를 통한 이슈 관리']","['3년 혹은 7년 이하의 경력이 있는 분', '서비스를 분석하여 Test Case를 설계한 이력이 있는 분', 'QA 프로세스에 대한 이해도 보유', '원만한 대인관계 및 커뮤니케이션 능력을 보유한 분', '능동적으로 업무를 처리할 수 있는 분']","['개발지식 대한 이해도가 높은 분', 'SQL(mySQL) 사용 가능한 분', 'ISTQB, CSTE 등 자격증을 보유한 분', 'Database 및 API Test 활용 경험이 있는 분', '반복적인 업무 환경에서도 끈기와 집중력을 갖고 일하는 분', 'Web과 iOS / Android에 대한 특성, 동작 원리, UX 디자인에 대한 이해도가 높은 분']","['Life Style에 맞추어 사용할 수 있는 복지포인트를 지원해 드려요.(연 250만원)', '회돈회산 점심, 저녁을 하루 최대 30,000원까지 지원해 드려요.', '매일 아침 조식 서비스와 스낵바 & 음료를 무제한으로 이용하실 수 있어요.', '1년에 한번 오는 생일, 축하의 마음을 담아 상품권 15만원을 드려요.', '명절 선물 지원! 최고급 투뿔 AA++ 한우, 굴비, 과일 중 자유롭게 선택할 수 있어요.', '업무를 위해 필요한 최신형 장비를 지원해 드려요.', '동료들과 함께하는 슬기로운 취미 생활을 지원해 드려요.(동호회 1인, 월 최대 10만원)', '\u200d 알고보니 내 친구가 인재?! 사내 인재추천시 추천금을 최대 1,500만원 까지 지급해 드려요.', '\u200d 구성원의 생활/주거 안정을 위한 무이자 사내 대출 및 연계 대출을 지원해 드려요.', '시간 단위 연차 제도로 자유롭게 연차를 사용해요! 남은 연차는 모두 수당으로 지급해 드려요.', '성장을 위한 교육비 연 200만원을 지원해 드려요.', '회사와 개인의 발전을 위해 직무와 관련된 도서비를 무제한으로 지원해 드려요.', '단체상해보험을 지원해 드려요.(본인 + 가족 1인 지원)', '매년 100만원 상당의 대학병원 검진 & 각종 예방 접종을 지원해 드려요. (본인 + 최대 가족 2인 검진 지원)', '전문 심리 상담 서비스를 지원해 드려요.(1인, 연간 최대 5회 상담 지원)', '이사하는 날 이사 휴가를 지원해 드려요.', '인생의 기쁨과 슬픔을 함께 나누어요. 각종 경조사 비용을 지원해 드려요.', '안전한 귀가를 위해 저녁 11시 이후 퇴근 시 택시비를 전액 지원해 드려요.', '장거리 출·퇴근을 위한 주차비를 지원해 드려요.', '환영하는 마음을 가득 담아 Welcome Kit 를 지급해 드려요.', '※ 각종 복리후생 제도는 구성원들의 니즈에 따라 변경될 수 있습니다.']",100만원
111696,[광명역]커머스플랫폼 테스트 엔지니어,이노아이,"['커머스플랫폼 운영 QA (국내 NO 1. 온라인쇼핑몰/ 멤버십 서비스 대상)', '일정별 테스트 기본계획 확인, 실 테스트 진행, 결과 보고, 이슈진단 미팅 참여', '서비스 기획의도에 대한 이해를 바탕으로 서비스 요소들을 TC로 구현하거나 테스트로 실현', '다양한 환경과 조건의 발생가능한 오류의 사전 발견 및 재현 설명, 잠재적 기능오류의 탐색적 발견']","['테스트 방법론에 대한 지식과 경험을 보유할 것', '온라인/모바일 서비스에 대한 검증 수행이력을 보유할 것', '검증 분야 경력이 1년 ~ 3년 이신 분']","['QA 직군/ 개발 직군 인력들과 협업하고 주요 리소스를 잘 활용한 경험이 있는 분', '원활한 의사소통 (업무지식과 업무상황을 정확하게 리포트하거나 의견을 밝힐 수 있는 능력)', 'ISTQB 또는 검증 관련 자격증 보유하신 분', '컴퓨터 등 IT 인접 전공을 보유하신 분']","['1. 급여제도: 퇴직연금, 인센티브제', '', '2. 포상제도(포상금 포함): 사내인재추천포상(포상금 200만원~), 장기근속포상, 우수사원포상', '', '3. 경조지원: 건강검진, 생일자 및 개인 경조사 지원', '', '4. 선물: 명절선물', '', '5. 교육: 직원 학자금 지원, 신입사원 OJT, 직무교육지원, 직무도서구입지원, 직무자격증취득지원', '', '6. 문화: 창립일 행사, 부서별/ 직급별 워크샵,', '', '7. 근무환경: 자유환경, 최신장비, 자유복장', '', '8. 출퇴근: 심야/조출 교통비 지급', '', '9. 휴가: 연차휴가, 경조휴가, 포상휴가, 산전후휴가, 육아휴직']",100만원
